product_id,product_name,category,unit_price,in_stock
PROD-0085,Books Vista Mug 0085,Books,731.11,274
PROD-0086,Electronics Bold Bag 0086,Electronics,9.42,143
PROD-0087,Home Pulse Bottle 0087,Home,233.73,28
PROD-0088,Fashion Delta Bag 0088,Fashion,973.21,222
PROD-0089,Sports Max Lamp 0089,Sports,875.19,271
PROD-0090,Books Flex Headphones 0090,Books,553.78,209
PROD-0091,Electronics Vista Hoodie 0091,Electronics,964.00,217
PROD-0092,Home Max Lamp 0092,Home,855.31,214
PROD-0093,Fashion Delta Bag 0093,Fashion,310.71,239
PROD-0094,Sports Ridge Stand 0094,Sports,395.83,464
PROD-0095,Books Nova Bag 0095,Books,846.03,408
PROD-0096,Electronics Classic Bottle 0096,Electronics,61.66,256
PROD-0097,Home Eco Jacket 0097,Home,392.47,339
PROD-0098,Fashion Classic Watch 0098,Fashion,314.24,335
PROD-0099,Sports Eco Stand 0099,Sports,108.26,11
PROD-0100,Books Ridge Headphones 0100,Books,135.00,142
PROD-0101,Electronics Flex Mat 0101,Electronics,296.92,256
PROD-0102,Home Flex Headphones 0102,Home,608.50,119
PROD-0103,Fashion Flex Watch 0103,Fashion,376.63,172
PROD-0104,Sports Classic Headphones 0104,Sports,280.03,125
PROD-0105,Books Nova Headphones 0105,Books,455.89,373
PROD-0106,Electronics Vista Bag 0106,Electronics,42.88,228
PROD-0107,Home Max Stand 0107,Home,420.27,349
PROD-0108,Fashion Ridge Bag 0108,Fashion,774.57,165
PROD-0109,Sports Nova Stand 0109,Sports,227.39,448
PROD-0110,Books Pulse Mug 0110,Books,562.32,383
PROD-0111,Electronics Nimbus Notebook 0111,Electronics,355.85,471
PROD-0112,Home Max Jacket 0112,Home,333.60,87
PROD-0113,Fashion Classic Bag 0113,Fashion,938.51,381
PROD-0114,Sports Urban Bottle 0114,Sports,293.98,234
PROD-0115,Books Nimbus Mat 0115,Books,846.47,26
PROD-0116,Electronics Bold Hoodie 0116,Electronics,494.31,166
PROD-0117,Home Nimbus Jacket 0117,Home,852.83,436
PROD-0118,Fashion Nova Mat 0118,Fashion,752.75,464
PROD-0119,Sports Classic Mat 0119,Sports,277.38,351
PROD-0120,Books Nimbus Bottle 0120,Books,992.10,167
PROD-0121,Electronics Ridge Jacket 0121,Electronics,212.98,319
PROD-0122,Home Prime Speaker 0122,Home,258.52,447
PROD-0123,Fashion Vista Stand 0123,Fashion,565.92,27
PROD-0124,Sports Classic Lamp 0124,Sports,820.82,340
PROD-0125,Books Urban Bag 0125,Books,272.86,224
PROD-0126,Electronics Aero Lamp 0126,Electronics,562.46,388
PROD-0127,Home Bold Bag 0127,Home,572.49,42
PROD-0128,Fashion Classic Mug 0128,Fashion,147.78,288
PROD-0129,Sports Max Bag 0129,Sports,472.43,163
PROD-0130,Books Delta Bottle 0130,Books,696.25,174
PROD-0131,Electronics Bold Notebook 0131,Electronics,993.21,345
PROD-0132,Home Vista Bottle 0132,Home,484.66,361
PROD-0133,Fashion Delta Bag 0133,Fashion,165.22,145
PROD-0134,Sports Prime Bottle 0134,Sports,315.73,370
PROD-0135,Books Prime Notebook 0135,Books,171.74,138
PROD-0136,Electronics Aero Chair 0136,Electronics,357.39,11
PROD-0137,Home Prime Headphones 0137,Home,249.84,134
PROD-0138,Fashion Ridge Watch 0138,Fashion,80.85,269
PROD-0139,Sports Vista Speaker 0139,Sports,527.94,96
PROD-0140,Books Nova Jacket 0140,Books,523.67,333
PROD-0141,Electronics Prime Stand 0141,Electronics,352.58,308
PROD-0142,Home Ridge Bottle 0142,Home,192.65,111
PROD-0143,Fashion Max Chair 0143,Fashion,45.86,52
PROD-0144,Sports Max Mat 0144,Sports,70.63,43
PROD-0145,Books Nimbus Stand 0145,Books,806.36,24
PROD-0146,Electronics Delta Shoes 0146,Electronics,985.48,377
PROD-0147,Home Nimbus Hoodie 0147,Home,235.25,258
PROD-0148,Fashion Pulse Bag 0148,Fashion,295.41,44
PROD-0149,Sports Urban Hoodie 0149,Sports,304.85,214
PROD-0150,Books Lite Headphones 0150,Books,865.69,27
PROD-0151,Electronics Lite Jacket 0151,Electronics,678.59,322
PROD-0152,Home Vista Stand 0152,Home,203.22,113
PROD-0153,Fashion Nova Stand 0153,Fashion,555.55,24
PROD-0154,Sports Max Jacket 0154,Sports,685.73,34
PROD-0155,Books Aero Mat 0155,Books,244.09,212
PROD-0156,Electronics Nova Notebook 0156,Electronics,976.55,477
PROD-0157,Home Prime Speaker 0157,Home,939.84,400
PROD-0158,Fashion Nova Speaker 0158,Fashion,243.96,213
PROD-0159,Sports Flex Headphones 0159,Sports,954.35,193
PROD-0160,Books Eco Bag 0160,Books,351.85,169
PROD-0161,Electronics Vista Stand 0161,Electronics,62.88,128
PROD-0162,Home Ridge Chair 0162,Home,115.27,169
PROD-0163,Fashion Nimbus Bottle 0163,Fashion,697.32,103
PROD-0164,Sports Flex Headphones 0164,Sports,740.38,56
PROD-0165,Books Bold Stand 0165,Books,55.27,195
PROD-0166,Electronics Vista Shoes 0166,Electronics,576.32,190
PROD-0167,Home Delta Shoes 0167,Home,823.46,275
PROD-0168,Fashion Vista Notebook 0168,Fashion,752.34,98
PROD-0169,Sports Max Shoes 0169,Sports,192.65,484
PROD-0170,Books Ridge Bottle 0170,Books,209.74,347
PROD-0171,Electronics Max Bottle 0171,Electronics,314.77,335
PROD-0172,Home Urban Bag 0172,Home,339.68,402
PROD-0173,Fashion Aero Speaker 0173,Fashion,27.72,192
PROD-0174,Sports Eco Lamp 0174,Sports,435.00,409
PROD-0175,Books Nimbus Watch 0175,Books,19.13,225
PROD-0176,Electronics Eco Notebook 0176,Electronics,110.59,323
PROD-0177,Home Bold Notebook 0177,Home,825.77,156
PROD-0178,Fashion Pulse Chair 0178,Fashion,480.12,80
PROD-0179,Sports Bold Stand 0179,Sports,936.57,215
PROD-0180,Books Eco Chair 0180,Books,984.14,376
PROD-0181,Electronics Eco Hoodie 0181,Electronics,140.13,356
PROD-0182,Home Ridge Bottle 0182,Home,892.01,232
PROD-0183,Fashion Delta Lamp 0183,Fashion,178.39,144
PROD-0184,Sports Aero Watch 0184,Sports,568.95,422
PROD-0185,Books Nova Stand 0185,Books,173.03,85
PROD-0186,Electronics Lite Lamp 0186,Electronics,161.89,379
PROD-0187,Home Nimbus Headphones 0187,Home,957.99,259
PROD-0188,Fashion Vista Shoes 0188,Fashion,456.68,393
PROD-0189,Sports Bold Jacket 0189,Sports,377.36,92
PROD-0190,Books Urban Mug 0190,Books,533.06,392
PROD-0191,Electronics Urban Mat 0191,Electronics,894.53,302
PROD-0192,Home Lite Stand 0192,Home,828.10,301
PROD-0193,Fashion Eco Bottle 0193,Fashion,605.33,487
PROD-0194,Sports Bold Watch 0194,Sports,680.30,170
PROD-0195,Books Vista Mat 0195,Books,71.88,361
PROD-0196,Electronics Max Mat 0196,Electronics,279.91,428
PROD-0197,Home Pulse Watch 0197,Home,658.52,150
PROD-0198,Fashion Eco Watch 0198,Fashion,255.16,164
PROD-0199,Sports Classic Shoes 0199,Sports,825.53,3
PROD-0200,Books Aero Mug 0200,Books,77.19,189
PROD-0201,Electronics Classic Mug 0201,Electronics,873.65,500
PROD-0202,Home Ridge Stand 0202,Home,854.54,269
PROD-0203,Fashion Prime Speaker 0203,Fashion,540.65,169
PROD-0204,Sports Eco Speaker 0204,Sports,891.12,403
PROD-0205,Books Bold Chair 0205,Books,589.98,390
PROD-0206,Electronics Nova Mat 0206,Electronics,689.05,391
PROD-0207,Home Aero Bottle 0207,Home,893.81,154
PROD-0208,Fashion Prime Speaker 0208,Fashion,939.18,383
PROD-0209,Sports Ridge Mat 0209,Sports,680.67,116
PROD-0210,Books Prime Speaker 0210,Books,147.54,328
PROD-0211,Electronics Flex Stand 0211,Electronics,49.24,65
PROD-0212,Home Ridge Chair 0212,Home,699.18,29
PROD-0213,Fashion Nimbus Notebook 0213,Fashion,313.04,39
PROD-0214,Sports Nova Speaker 0214,Sports,900.80,16
PROD-0215,Books Pulse Hoodie 0215,Books,497.81,138
PROD-0216,Electronics Max Bottle 0216,Electronics,426.24,344
PROD-0217,Home Delta Bottle 0217,Home,416.53,113
PROD-0218,Fashion Lite Mug 0218,Fashion,17.51,249
PROD-0219,Sports Vista Mat 0219,Sports,131.86,350
PROD-0220,Books Max Bottle 0220,Books,388.41,137
PROD-0221,Electronics Flex Speaker 0221,Electronics,326.99,90
PROD-0222,Home Nova Bag 0222,Home,292.14,91
PROD-0223,Fashion Max Chair 0223,Fashion,713.07,341
PROD-0224,Sports Pulse Shoes 0224,Sports,869.85,389
PROD-0225,Books Urban Headphones 0225,Books,402.61,351
PROD-0226,Electronics Ridge Chair 0226,Electronics,341.75,46
PROD-0227,Home Flex Hoodie 0227,Home,56.97,464
PROD-0228,Fashion Ridge Watch 0228,Fashion,523.46,260
PROD-0229,Sports Bold Bag 0229,Sports,361.78,239
PROD-0230,Books Bold Notebook 0230,Books,328.47,427
PROD-0231,Electronics Prime Hoodie 0231,Electronics,419.31,440
PROD-0232,Home Prime Watch 0232,Home,561.87,298
PROD-0233,Fashion Ridge Mug 0233,Fashion,980.44,289
PROD-0234,Sports Delta Watch 0234,Sports,934.54,122
PROD-0235,Books Prime Mug 0235,Books,410.29,7
PROD-0236,Electronics Flex Mat 0236,Electronics,883.19,160
PROD-0237,Home Bold Notebook 0237,Home,416.25,442
PROD-0238,Fashion Ridge Bottle 0238,Fashion,222.99,300
PROD-0239,Sports Flex Watch 0239,Sports,984.22,95
PROD-0240,Books Classic Mug 0240,Books,906.76,476
PROD-0241,Electronics Bold Chair 0241,Electronics,152.85,202
PROD-0242,Home Vista Watch 0242,Home,72.04,65
PROD-0243,Fashion Bold Jacket 0243,Fashion,643.03,219
PROD-0244,Sports Ridge Mat 0244,Sports,453.79,378
PROD-0245,Books Ridge Mug 0245,Books,560.25,389
PROD-0246,Electronics Max Stand 0246,Electronics,390.89,248
PROD-0247,Home Urban Mug 0247,Home,527.96,292
PROD-0248,Fashion Nimbus Bottle 0248,Fashion,509.93,310
PROD-0249,Sports Prime Notebook 0249,Sports,202.20,292
PROD-0250,Books Prime Stand 0250,Books,228.34,177
PROD-0251,Electronics Classic Speaker 0251,Electronics,628.83,133
PROD-0252,Home Max Shoes 0252,Home,391.73,448
PROD-0253,Fashion Pulse Jacket 0253,Fashion,184.53,177
PROD-0254,Sports Pulse Mat 0254,Sports,733.11,216
PROD-0255,Books Eco Jacket 0255,Books,238.88,481
PROD-0256,Electronics Bold Jacket 0256,Electronics,485.26,207
PROD-0257,Home Vista Stand 0257,Home,719.89,5
PROD-0258,Fashion Bold Speaker 0258,Fashion,393.50,498
PROD-0259,Sports Bold Headphones 0259,Sports,607.90,292
PROD-0260,Books Pulse Chair 0260,Books,862.94,124
PROD-0261,Electronics Nova Hoodie 0261,Electronics,653.32,428
PROD-0262,Home Urban Bag 0262,Home,669.01,115
PROD-0263,Fashion Nimbus Watch 0263,Fashion,9.41,403
PROD-0264,Sports Classic Jacket 0264,Sports,196.68,211
PROD-0265,Books Delta Bag 0265,Books,420.09,105
PROD-0266,Electronics Lite Notebook 0266,Electronics,356.02,232
PROD-0267,Home Flex Watch 0267,Home,622.23,148
PROD-0268,Fashion Classic Headphones 0268,Fashion,609.94,158
PROD-0269,Sports Nimbus Bottle 0269,Sports,6.86,152
PROD-0270,Books Ridge Lamp 0270,Books,838.90,363
PROD-0271,Electronics Aero Shoes 0271,Electronics,855.86,81
PROD-0272,Home Nova Shoes 0272,Home,23.37,385
PROD-0273,Fashion Classic Mug 0273,Fashion,768.15,89
PROD-0274,Sports Max Speaker 0274,Sports,308.08,355
PROD-0275,Books Prime Shoes 0275,Books,749.40,166
PROD-0276,Electronics Classic Hoodie 0276,Electronics,726.00,402
PROD-0277,Home Flex Bottle 0277,Home,416.09,59
PROD-0278,Fashion Urban Chair 0278,Fashion,692.04,77
PROD-0279,Sports Aero Shoes 0279,Sports,835.62,276
PROD-0280,Books Aero Hoodie 0280,Books,843.84,438
PROD-0281,Electronics Pulse Hoodie 0281,Electronics,705.04,298
PROD-0282,Home Flex Chair 0282,Home,667.86,211
PROD-0283,Fashion Classic Hoodie 0283,Fashion,71.77,171
PROD-0284,Sports Delta Stand 0284,Sports,651.18,340
PROD-0285,Books Pulse Bottle 0285,Books,711.61,48
PROD-0286,Electronics Lite Stand 0286,Electronics,167.76,390
PROD-0287,Home Bold Speaker 0287,Home,487.00,308
PROD-0288,Fashion Aero Headphones 0288,Fashion,939.55,326
PROD-0289,Sports Prime Watch 0289,Sports,388.01,117
PROD-0290,Books Prime Hoodie 0290,Books,721.43,315
PROD-0291,Electronics Eco Speaker 0291,Electronics,179.31,37
PROD-0292,Home Lite Shoes 0292,Home,162.57,487
PROD-0293,Fashion Pulse Bag 0293,Fashion,583.60,143
PROD-0294,Sports Flex Lamp 0294,Sports,196.53,500
PROD-0295,Books Lite Speaker 0295,Books,613.05,367
PROD-0296,Electronics Classic Hoodie 0296,Electronics,665.69,142
PROD-0297,Home Aero Bottle 0297,Home,228.79,184
PROD-0298,Fashion Delta Bag 0298,Fashion,634.77,101
PROD-0299,Sports Lite Notebook 0299,Sports,112.12,102
PROD-0300,Books Classic Notebook 0300,Books,254.68,175
PROD-0301,Electronics Classic Bottle 0301,Electronics,690.82,487
PROD-0302,Home Max Bag 0302,Home,417.47,425
PROD-0303,Fashion Bold Mat 0303,Fashion,633.20,24
PROD-0304,Sports Pulse Headphones 0304,Sports,829.18,374
PROD-0305,Books Delta Lamp 0305,Books,372.30,256
PROD-0306,Electronics Nova Chair 0306,Electronics,66.28,404
PROD-0307,Home Bold Jacket 0307,Home,702.50,395
PROD-0308,Fashion Prime Bag 0308,Fashion,156.00,434
PROD-0309,Sports Pulse Mat 0309,Sports,295.65,277
PROD-0310,Books Vista Bottle 0310,Books,502.99,81
PROD-0311,Electronics Nimbus Notebook 0311,Electronics,601.39,258
PROD-0312,Home Delta Chair 0312,Home,505.27,86
PROD-0313,Fashion Ridge Lamp 0313,Fashion,907.39,37
PROD-0314,Sports Flex Bottle 0314,Sports,280.15,239
PROD-0315,Books Nova Speaker 0315,Books,416.58,294
PROD-0316,Electronics Bold Shoes 0316,Electronics,402.95,43
PROD-0317,Home Prime Bottle 0317,Home,355.29,211
PROD-0318,Fashion Pulse Bag 0318,Fashion,141.98,461
PROD-0319,Sports Classic Jacket 0319,Sports,704.62,412
PROD-0320,Books Nimbus Watch 0320,Books,112.98,290
PROD-0321,Electronics Lite Bag 0321,Electronics,658.26,362
PROD-0322,Home Ridge Mat 0322,Home,668.07,12
PROD-0323,Fashion Ridge Bottle 0323,Fashion,957.20,288
PROD-0324,Sports Eco Chair 0324,Sports,856.56,297
PROD-0325,Books Nimbus Mug 0325,Books,193.76,436
PROD-0326,Electronics Max Bottle 0326,Electronics,259.74,439
PROD-0327,Home Flex Speaker 0327,Home,482.85,414
PROD-0328,Fashion Prime Bottle 0328,Fashion,398.11,369
PROD-0329,Sports Ridge Shoes 0329,Sports,918.95,274
PROD-0330,Books Pulse Watch 0330,Books,346.54,174
PROD-0331,Electronics Aero Headphones 0331,Electronics,738.11,451
PROD-0332,Home Ridge Lamp 0332,Home,708.49,298
PROD-0333,Fashion Pulse Bottle 0333,Fashion,698.95,304
PROD-0334,Sports Flex Notebook 0334,Sports,403.27,227
PROD-0335,Books Urban Shoes 0335,Books,145.94,106
PROD-0336,Electronics Vista Notebook 0336,Electronics,652.91,379
PROD-0337,Home Nimbus Headphones 0337,Home,367.77,479
PROD-0338,Fashion Nimbus Mat 0338,Fashion,757.82,196
PROD-0339,Sports Nimbus Lamp 0339,Sports,924.05,296
PROD-0340,Books Nimbus Mug 0340,Books,91.52,326
PROD-0341,Electronics Nova Lamp 0341,Electronics,417.99,54
PROD-0342,Home Urban Headphones 0342,Home,330.54,117
PROD-0343,Fashion Prime Lamp 0343,Fashion,706.94,252
PROD-0344,Sports Urban Lamp 0344,Sports,995.26,224
PROD-0345,Books Classic Lamp 0345,Books,670.59,14
PROD-0346,Electronics Ridge Bottle 0346,Electronics,903.66,474
PROD-0347,Home Lite Notebook 0347,Home,218.59,481
PROD-0348,Fashion Urban Bottle 0348,Fashion,943.78,80
PROD-0349,Sports Aero Headphones 0349,Sports,913.38,316
PROD-0350,Books Prime Watch 0350,Books,853.16,219
PROD-0351,Electronics Delta Speaker 0351,Electronics,168.07,8
PROD-0352,Home Delta Hoodie 0352,Home,446.57,151
PROD-0353,Fashion Nimbus Mug 0353,Fashion,505.77,458
PROD-0354,Sports Prime Bag 0354,Sports,423.42,0
PROD-0355,Books Nova Hoodie 0355,Books,105.14,322
PROD-0356,Electronics Max Lamp 0356,Electronics,350.77,337
PROD-0357,Home Pulse Bag 0357,Home,492.93,146
PROD-0358,Fashion Pulse Bottle 0358,Fashion,847.27,301
PROD-0359,Sports Prime Speaker 0359,Sports,480.92,162
PROD-0360,Books Eco Watch 0360,Books,819.60,103
PROD-0361,Electronics Vista Shoes 0361,Electronics,80.51,128
PROD-0362,Home Max Mat 0362,Home,10.61,484
PROD-0363,Fashion Max Bag 0363,Fashion,274.19,217
PROD-0364,Sports Ridge Chair 0364,Sports,655.53,253
PROD-0365,Books Max Shoes 0365,Books,720.08,25
PROD-0366,Electronics Nimbus Bag 0366,Electronics,519.89,257
PROD-0367,Home Prime Chair 0367,Home,128.89,435
PROD-0368,Fashion Classic Bag 0368,Fashion,216.28,48
PROD-0369,Sports Classic Mat 0369,Sports,801.79,216
PROD-0370,Books Pulse Stand 0370,Books,422.47,161
PROD-0371,Electronics Eco Speaker 0371,Electronics,778.46,458
PROD-0372,Home Aero Hoodie 0372,Home,37.50,167
PROD-0373,Fashion Urban Lamp 0373,Fashion,309.32,434
PROD-0374,Sports Bold Headphones 0374,Sports,297.41,62
PROD-0375,Books Pulse Bag 0375,Books,610.35,239
PROD-0376,Electronics Nimbus Notebook 0376,Electronics,17.93,13
PROD-0377,Home Bold Stand 0377,Home,582.00,28
PROD-0378,Fashion Ridge Stand 0378,Fashion,39.75,107
PROD-0379,Sports Urban Chair 0379,Sports,938.48,131
PROD-0380,Books Prime Speaker 0380,Books,918.08,363
PROD-0381,Electronics Delta Hoodie 0381,Electronics,312.48,254
PROD-0382,Home Eco Shoes 0382,Home,845.32,385
PROD-0383,Fashion Vista Shoes 0383,Fashion,821.17,325
PROD-0384,Sports Aero Chair 0384,Sports,606.35,53
PROD-0385,Books Delta Bottle 0385,Books,576.50,162
PROD-0386,Electronics Vista Watch 0386,Electronics,500.32,268
PROD-0387,Home Delta Jacket 0387,Home,113.66,491
PROD-0388,Fashion Aero Bag 0388,Fashion,297.32,477
PROD-0389,Sports Lite Chair 0389,Sports,639.21,335
PROD-0390,Books Nimbus Notebook 0390,Books,179.27,322
PROD-0391,Electronics Bold Bottle 0391,Electronics,91.15,462
PROD-0392,Home Vista Hoodie 0392,Home,46.64,386
PROD-0393,Fashion Flex Mat 0393,Fashion,303.73,382
PROD-0394,Sports Aero Mat 0394,Sports,297.33,338
PROD-0395,Books Vista Mug 0395,Books,67.74,92
PROD-0396,Electronics Flex Mat 0396,Electronics,451.23,319
PROD-0397,Home Max Bottle 0397,Home,591.67,373
PROD-0398,Fashion Lite Shoes 0398,Fashion,761.52,71
PROD-0399,Sports Delta Chair 0399,Sports,544.52,229
PROD-0400,Books Lite Watch 0400,Books,987.31,199
PROD-0401,Electronics Pulse Watch 0401,Electronics,41.09,323
PROD-0402,Home Prime Bottle 0402,Home,169.49,372
PROD-0403,Fashion Urban Mat 0403,Fashion,938.22,458
PROD-0404,Sports Pulse Bottle 0404,Sports,894.76,399
PROD-0405,Books Pulse Mug 0405,Books,21.61,108
PROD-0406,Electronics Vista Mat 0406,Electronics,819.01,240
PROD-0407,Home Urban Shoes 0407,Home,536.08,146
PROD-0408,Fashion Eco Hoodie 0408,Fashion,701.22,99
PROD-0409,Sports Aero Chair 0409,Sports,104.42,100
PROD-0410,Books Prime Shoes 0410,Books,165.27,387
PROD-0411,Electronics Vista Hoodie 0411,Electronics,208.50,319
PROD-0412,Home Pulse Hoodie 0412,Home,819.84,361
PROD-0413,Fashion Aero Jacket 0413,Fashion,387.90,195
PROD-0414,Sports Delta Chair 0414,Sports,171.01,2
PROD-0415,Books Nova Bottle 0415,Books,351.51,158
PROD-0416,Electronics Urban Bottle 0416,Electronics,553.17,60
PROD-0417,Home Delta Shoes 0417,Home,825.77,53
PROD-0418,Fashion Bold Bottle 0418,Fashion,472.55,212
PROD-0419,Sports Aero Bag 0419,Sports,440.52,229
PROD-0420,Books Prime Bottle 0420,Books,455.05,36
PROD-0421,Electronics Vista Jacket 0421,Electronics,987.59,400
PROD-0422,Home Pulse Bottle 0422,Home,666.56,282
PROD-0423,Fashion Vista Jacket 0423,Fashion,764.42,447
PROD-0424,Sports Delta Lamp 0424,Sports,922.25,271
PROD-0425,Books Nova Bag 0425,Books,804.80,138
PROD-0426,Electronics Aero Bag 0426,Electronics,505.96,385
PROD-0427,Home Ridge Jacket 0427,Home,242.03,428
PROD-0428,Fashion Aero Shoes 0428,Fashion,420.55,193
PROD-0429,Sports Nova Speaker 0429,Sports,532.21,56
PROD-0430,Books Vista Bottle 0430,Books,645.18,136
PROD-0431,Electronics Nimbus Mat 0431,Electronics,474.78,475
PROD-0432,Home Classic Watch 0432,Home,327.01,384
PROD-0433,Fashion Ridge Speaker 0433,Fashion,68.82,472
PROD-0434,Sports Prime Mug 0434,Sports,578.30,212
PROD-0435,Books Nova Mug 0435,Books,699.52,48
PROD-0436,Electronics Max Notebook 0436,Electronics,312.63,117
PROD-0437,Home Nova Bag 0437,Home,766.68,181
PROD-0438,Fashion Nova Notebook 0438,Fashion,303.94,413
PROD-0439,Sports Eco Hoodie 0439,Sports,811.81,421
PROD-0440,Books Urban Chair 0440,Books,150.48,438
PROD-0441,Electronics Flex Jacket 0441,Electronics,721.69,335
PROD-0442,Home Pulse Mat 0442,Home,575.57,24
PROD-0443,Fashion Max Bottle 0443,Fashion,817.28,187
PROD-0444,Sports Bold Headphones 0444,Sports,925.86,419
PROD-0445,Books Bold Bag 0445,Books,737.13,243
PROD-0446,Electronics Ridge Shoes 0446,Electronics,788.40,278
PROD-0447,Home Pulse Bag 0447,Home,79.19,235
PROD-0448,Fashion Prime Mug 0448,Fashion,737.34,253
PROD-0449,Sports Aero Hoodie 0449,Sports,371.42,338
PROD-0450,Books Prime Headphones 0450,Books,866.32,272
PROD-0451,Electronics Aero Mat 0451,Electronics,546.87,258
PROD-0452,Home Max Shoes 0452,Home,992.52,440
